City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Jacareacanga,BR,2020-02-20 01:51:59,-6.22,-57.75,73.71,99,100,2.8
307,Coihaique,CL,2020-02-20 01:51:59,-45.58,-72.07,46.4,70,0,4.7
308,Dzaoudzi,YT,2020-02-20 01:51:59,-12.79,45.27,80.6,94,39,8.05
309,Nanakuli,US,2020-02-20 01:52:00,21.39,-158.15,80.6,78,75,11.41
310,Karasjok,NO,2020-02-20 01:52:00,69.47,25.51,24.8,58,90,32.21
311,Guinguineo,SN,2020-02-20 01:52:00,14.27,-15.95,76.48,15,100,10.2
312,Pevek,RU,2020-02-20 01:52:00,69.7,170.31,-14.46,98,100,5.28
313,Sambava,MG,2020-02-20 01:52:00,-14.27,50.17,71.92,97,42,2.01
314,Lydenburg,ZA,2020-02-20 01:52:00,-25.1,30.46,72.0,90,97,1.83
315,Lamar,US,2020-02-20 01:52:01,33.67,-95.58,46.0,81,90,6.93
316,Port-Cartier,CA,2020-02-20 01:52:01,50.03,-66.87,5.0,50,40,18.34
317,Marsa Matruh,EG,2020-02-20 01:52:01,31.35,27.25,59.2,70,100,15.32
318,Elko,US,2020-02-20 01:52:01,41.0,-115.5,37.4,29,1,11.41
319,Sembakung,ID,2020-02-20 01:52:01,3.82,117.25,85.86,60,100,5.39
320,Margate,GB,2020-02-20 01:52:02,51.38,1.39,48.99,93,100,25.28
321,Maragogi,BR,2020-02-20 01:52:02,-9.01,-35.22,81.97,79,100,9.35
322,Pokhara,NP,2020-02-20 01:52:02,28.23,83.98,64.33,54,100,1.61
323,Guerrero Negro,MX,2020-02-20 01:52:02,27.98,-114.06,60.53,80,0,11.56
324,Sao Filipe,CV,2020-02-20 01:52:02,14.9,-24.5,72.28,61,56,21.0
325,Znamenskoye,RU,2020-02-20 01:52:03,57.13,73.83,32.27,98,100,5.84
326,Nortelandia,BR,2020-02-20 01:52:03,-14.45,-56.8,72.88,96,100,3.33
327,Coquimbo,CL,2020-02-20 01:51:09,-29.95,-71.34,59.0,87,0,6.93
328,Quatre Cocos,MU,2020-02-20 01:52:03,-20.21,57.76,77.0,78,40,8.05
329,Ilinskiy,RU,2020-02-20 01:51:04,55.62,38.12,39.0,94,54,4.47
330,Chara,RU,2020-02-20 01:52:04,56.91,118.26,-6.34,77,27,2.13
331,Aswan,EG,2020-02-20 01:52:04,24.09,32.91,49.5,58,0,7.02
332,Jiuquan,CN,2020-02-20 01:52:04,39.74,98.52,18.95,61,66,2.39
333,Vasvar,HU,2020-02-20 01:52:04,47.05,16.8,37.4,74,0,5.82
334,Bintulu,MY,2020-02-20 01:52:04,3.17,113.03,80.6,88,75,2.24
335,Katsuura,JP,2020-02-20 01:47:51,35.13,140.3,59.0,53,75,6.93
336,Petropavlovsk-Kamchatskiy,RU,2020-02-20 01:52:05,53.05,158.65,19.4,41,0,8.95
337,Kangavar,IR,2020-02-20 01:52:05,34.5,47.97,39.97,92,100,3.91
338,Lander,US,2020-02-20 01:52:05,42.83,-108.73,6.01,84,1,4.7
339,Gat,IL,2020-02-20 01:52:05,31.61,34.76,57.99,93,40,3.36
340,Maxixe,MZ,2020-02-20 01:52:06,-23.86,35.35,79.74,81,66,9.66
341,Hvide Sande,DK,2020-02-20 01:52:06,56.0,8.13,41.0,86,100,11.41
342,Tomatlan,MX,2020-02-20 01:52:06,19.93,-105.25,70.36,75,0,1.95
343,Klaksvik,FO,2020-02-20 01:52:06,62.23,-6.59,37.4,74,100,25.28
344,Hasaki,JP,2020-02-20 01:52:06,35.73,140.83,55.0,62,75,5.82
345,Fuyang,CN,2020-02-20 01:52:07,32.9,115.82,55.85,50,4,7.54
346,San Vicente,AR,2020-02-20 01:52:07,-26.62,-54.13,70.03,87,76,2.73
347,Jeremie,HT,2020-02-20 01:52:07,18.65,-74.12,68.5,93,15,2.24
348,Bestobe,KZ,2020-02-20 01:52:07,52.5,73.1,21.06,79,74,22.44
349,Kavieng,PG,2020-02-20 01:52:08,-2.57,150.8,83.61,73,0,12.08
350,Ayagoz,KZ,2020-02-20 01:52:08,47.97,80.44,11.28,97,100,7.4
351,Cartagena,CO,2020-02-20 01:50:46,10.4,-75.51,78.8,88,20,8.05
352,Ibanda,TZ,2020-02-20 01:52:08,-2.8,32.47,73.4,88,75,1.9
353,Pithoragarh,IN,2020-02-20 01:52:08,29.58,80.22,51.31,82,100,2.42
354,Bartica,GY,2020-02-20 01:52:09,6.4,-58.62,73.4,94,40,4.7
355,Kahului,US,2020-02-20 01:52:09,20.89,-156.47,80.6,78,40,11.41
356,Pangai,TO,2020-02-20 01:52:09,-19.8,-174.35,77.0,88,75,16.11
357,Gagret,IN,2020-02-20 01:52:09,31.67,76.07,63.63,46,92,2.1
358,Moshi,TZ,2020-02-20 01:52:09,-3.35,37.33,69.8,94,20,5.82
359,Talnakh,RU,2020-02-20 01:52:10,69.49,88.4,14.0,85,90,29.08
360,Chivay,PE,2020-02-20 01:52:10,-15.64,-71.6,35.62,97,100,2.13
361,Wilhelmsburg,AT,2020-02-20 01:52:10,48.11,15.61,41.0,81,90,12.82
362,Darnah,LY,2020-02-20 01:52:10,32.77,22.64,59.02,74,100,21.61
363,Lexington-Fayette,US,2020-02-20 01:52:10,38.05,-84.46,37.0,59,1,5.82
364,Lask,PL,2020-02-20 01:52:10,51.59,19.13,37.4,86,75,9.17
365,Omidiyeh,IR,2020-02-20 01:52:11,30.76,49.7,66.2,55,75,6.93
366,Biak,ID,2020-02-20 01:52:12,-0.91,122.88,80.76,78,100,6.6
367,Bengkulu,ID,2020-02-20 01:52:12,-3.8,102.27,86.67,57,5,3.13
368,Ambilobe,MG,2020-02-20 01:52:12,-13.2,49.05,75.24,93,53,3.78
369,Nanortalik,GL,2020-02-20 01:52:13,60.14,-45.24,16.95,67,100,6.38
370,Bethel,US,2020-02-20 01:51:29,41.37,-73.41,37.4,72,1,9.17
371,Barcelona,ES,2020-02-20 01:49:34,41.39,2.16,50.0,81,20,5.82
372,Komsomolskiy,UZ,2020-02-20 01:52:13,40.43,71.72,26.6,79,0,2.24
373,Tilichiki,RU,2020-02-20 01:52:13,60.47,166.1,-12.12,87,0,8.61
374,Tessalit,ML,2020-02-20 01:52:14,20.2,1.01,64.94,15,7,15.05
375,Cabo San Lucas,MX,2020-02-20 01:52:14,22.89,-109.91,77.0,47,5,4.7
376,Villa Carlos Paz,AR,2020-02-20 01:52:14,-31.42,-64.5,73.99,88,0,2.24
377,Olafsvik,IS,2020-02-20 01:52:14,64.89,-23.71,34.47,82,100,46.15
378,Weligama,LK,2020-02-20 01:52:14,5.97,80.42,79.79,64,0,4.92
379,Udachnyy,RU,2020-02-20 01:50:22,66.42,112.4,1.4,91,56,4.47
380,Jawhar,SO,2020-02-20 01:52:15,2.78,45.5,79.27,74,87,9.62
381,Makakilo City,US,2020-02-20 01:52:15,21.35,-158.09,80.6,78,75,11.41
382,Ranong,TH,2020-02-20 01:52:15,9.97,98.63,80.6,78,40,1.12
383,Luocheng,CN,2020-02-20 01:52:15,29.38,104.03,52.57,65,100,5.91
384,Zagare,LT,2020-02-20 01:52:15,56.36,23.25,37.4,93,75,9.17
385,Nelson Bay,AU,2020-02-20 01:48:27,-32.72,152.15,78.01,60,40,12.75
386,Ali-Berdukovskiy,RU,2020-02-20 01:52:16,43.99,41.74,32.79,73,30,3.31
387,Kosh-Agach,RU,2020-02-20 01:52:16,50.0,88.67,-5.51,85,56,1.48
388,Tarakan,ID,2020-02-20 01:47:26,3.3,117.63,82.94,67,90,5.55
389,Sao Raimundo Nonato,BR,2020-02-20 01:52:16,-9.02,-42.7,72.36,89,100,0.56
390,Angouleme,FR,2020-02-20 01:52:17,45.65,0.15,45.0,93,64,4.7
391,Gizo,SB,2020-02-20 01:52:17,-8.1,156.84,81.19,81,20,11.52
392,Drosaton,GR,2020-02-20 01:52:17,41.16,22.8,51.01,88,99,5.26
393,Adzope,CI,2020-02-20 01:52:17,6.11,-3.86,75.42,94,17,1.95
394,Haines Junction,CA,2020-02-20 01:52:17,60.75,-137.51,20.41,94,98,13.76
395,Nikel,RU,2020-02-20 01:52:17,69.41,30.22,10.4,78,0,18.34
396,Waipawa,NZ,2020-02-20 01:52:18,-41.41,175.52,70.0,77,83,9.17
397,Mount Isa,AU,2020-02-20 01:52:18,-20.73,139.5,91.4,18,0,8.05
398,Nocupetaro,MX,2020-02-20 01:52:18,19.05,-101.15,77.94,33,0,2.84
399,Trairi,BR,2020-02-20 01:52:18,-3.28,-39.27,74.41,93,100,2.95
400,Sorland,NO,2020-02-20 01:52:18,67.67,12.69,35.96,68,69,19.75
401,Dossor,KZ,2020-02-20 01:52:19,47.53,52.98,34.23,60,99,7.43
402,Vaitape,PF,2020-02-20 01:52:19,-16.52,-151.75,82.81,76,100,18.1
403,Pringsewu,ID,2020-02-20 01:52:19,-5.36,104.97,82.56,65,33,7.4
404,Natal,BR,2020-02-20 01:49:47,-5.79,-35.21,77.0,94,40,6.93
405,Rwamagana,RW,2020-02-20 01:52:19,-1.95,30.43,64.4,93,20,4.7
406,Odienne,CI,2020-02-20 01:52:19,9.51,-7.57,73.0,19,0,4.97
407,Biscarrosse,FR,2020-02-20 01:52:20,44.39,-1.17,39.2,100,90,4.27
408,Yerbogachen,RU,2020-02-20 01:48:00,61.28,108.01,9.59,94,100,6.6
409,Atasu,KZ,2020-02-20 01:52:20,48.68,71.64,11.39,60,14,3.53
410,Joao Pinheiro,BR,2020-02-20 01:52:20,-17.74,-46.17,69.4,92,14,2.73
411,Matamoros,MX,2020-02-20 01:52:20,25.53,-103.25,87.8,18,5,4.7
412,Kiama,AU,2020-02-20 01:52:20,-34.68,150.87,79.0,43,4,9.17
413,Katangli,RU,2020-02-20 01:52:21,51.71,143.23,13.68,82,100,5.79
414,Kavaratti,IN,2020-02-20 01:52:21,10.57,72.64,81.28,68,0,7.2
415,Aquiraz,BR,2020-02-20 01:52:21,-3.9,-38.39,73.99,94,90,10.29
416,Saraza,PH,2020-02-20 01:52:21,8.74,117.78,80.4,80,100,29.37
417,Norman Wells,CA,2020-02-20 01:52:21,65.28,-126.83,8.6,71,75,6.67
418,Ialibu,PG,2020-02-20 01:52:22,-6.28,143.99,77.05,54,71,9.51
419,Save,BJ,2020-02-20 01:52:22,8.04,2.49,75.24,86,22,3.53
420,Wajir,KE,2020-02-20 01:52:22,1.75,40.06,78.87,64,83,11.27
421,Japura,ID,2020-02-20 01:52:22,-0.32,102.35,80.04,88,69,4.94
422,Houston,US,2020-02-20 01:50:15,29.76,-95.36,60.01,93,90,6.93
423,Balanacan,PH,2020-02-20 01:52:22,13.53,121.87,77.43,71,100,17.38
424,Xichang,CN,2020-02-20 01:52:23,27.9,102.26,66.0,30,0,6.96
425,Mahajanga,MG,2020-02-20 01:52:23,-15.72,46.32,78.8,94,20,2.24
426,Fort Nelson,CA,2020-02-20 01:50:24,58.81,-122.7,17.6,72,75,2.24
427,Amuntai,ID,2020-02-20 01:52:23,-2.42,115.25,89.55,55,22,3.6
428,Lisala,CD,2020-02-20 01:52:23,2.15,21.52,69.67,95,0,2.48
429,Kirovskiy,RU,2020-02-20 01:52:24,45.09,133.51,17.55,83,100,5.97
430,Leningradskiy,RU,2020-02-20 01:52:24,69.38,178.42,-9.8,92,100,21.68
431,Lakes Entrance,AU,2020-02-20 01:52:24,-37.88,147.98,72.0,64,32,4.0
432,Placerville,US,2020-02-20 01:52:24,38.73,-120.8,64.4,43,1,3.29
433,Padang,ID,2020-02-20 01:52:24,-0.95,100.35,79.05,61,43,7.72
434,Te Anau,NZ,2020-02-20 01:52:25,-45.42,167.72,61.57,71,92,1.21
435,Kushima,JP,2020-02-20 01:52:25,31.46,131.23,53.6,62,75,9.17
436,Gwadar,PK,2020-02-20 01:52:25,25.12,62.33,72.93,49,18,12.97
437,Vanimo,PG,2020-02-20 01:52:25,-2.67,141.3,81.48,73,76,10.83
438,Porto Walter,BR,2020-02-20 01:50:23,-8.27,-72.74,73.09,94,97,1.99
439,Pechenga,RU,2020-02-20 01:52:26,69.53,31.17,10.4,78,0,18.34
440,Uray,RU,2020-02-20 01:52:26,60.12,64.78,29.55,94,100,7.58
441,Sarh,TD,2020-02-20 01:52:26,9.14,18.39,77.0,23,44,5.82
442,San Policarpo,PH,2020-02-20 01:52:26,12.18,125.51,79.77,79,28,17.98
443,Sorong,ID,2020-02-20 01:52:27,-0.88,131.25,87.91,55,94,7.58
444,Phanat Nikhom,TH,2020-02-20 01:52:27,13.45,101.18,89.01,42,30,14.25
445,Lakhnadon,IN,2020-02-20 01:52:27,22.6,79.6,70.41,20,41,10.6
446,Tual,ID,2020-02-20 01:52:28,-5.67,132.75,80.58,82,100,15.7
447,Lima,PE,2020-02-20 01:52:28,-12.04,-77.03,75.2,88,40,13.87
448,Garmsar,IR,2020-02-20 01:52:29,35.22,52.34,48.58,62,100,4.16
449,Chupa,RU,2020-02-20 01:52:29,66.27,33.05,7.11,86,40,6.08
450,Esso,RU,2020-02-20 01:52:29,55.93,158.7,3.99,65,0,3.29
451,San Carlos,VE,2020-02-20 01:52:29,9.66,-68.58,78.73,66,16,3.0
452,Malibu,US,2020-02-20 01:52:30,34.01,-118.81,64.4,67,1,9.17
453,Fairview,US,2020-02-20 01:48:05,40.81,-74.0,39.99,50,40,6.93
454,Ilhabela,BR,2020-02-20 01:52:30,-23.78,-45.36,80.85,81,63,3.18
455,Am Timan,TD,2020-02-20 01:52:31,11.03,20.28,71.35,25,0,5.21
456,Rocha,UY,2020-02-20 01:52:31,-34.48,-54.33,62.76,76,19,5.48
457,Port Hardy,CA,2020-02-20 01:52:31,50.7,-127.42,44.6,56,75,5.82
458,Pabrade,LT,2020-02-20 01:52:32,55.0,25.78,34.0,94,88,6.93
459,Grand Gaube,MU,2020-02-20 01:52:32,-20.01,57.66,77.0,78,40,8.05
460,Vila Franca Do Campo,PT,2020-02-20 01:52:32,37.72,-25.43,55.4,58,20,25.28
461,Kanke,IN,2020-02-20 01:52:32,23.43,85.32,55.4,66,40,3.18
462,Ponta Delgada,PT,2020-02-20 01:52:32,37.73,-25.67,55.4,58,20,25.28
463,Butembo,CD,2020-02-20 01:52:32,0.15,29.28,61.86,90,0,3.42
464,Novosheshminsk,RU,2020-02-20 01:52:33,55.07,51.23,32.04,96,100,9.1
465,Puntarenas,CR,2020-02-20 01:52:33,9.98,-84.84,77.0,61,20,24.16
466,Balagansk,RU,2020-02-20 01:52:33,54.01,103.05,10.47,95,78,3.31
467,Doctor Juan Manuel Frutos,PY,2020-02-20 01:52:33,-25.37,-55.8,76.89,68,49,5.28
468,Mwinilunga,ZM,2020-02-20 01:52:33,-11.74,24.43,62.55,98,97,1.45
469,Mongu,ZM,2020-02-20 01:52:34,-15.25,23.13,66.42,95,96,1.61
470,Kudat,MY,2020-02-20 01:52:34,6.88,116.85,80.6,88,75,10.29
471,Manavalakurichi,IN,2020-02-20 01:52:34,8.13,77.3,75.2,88,20,3.36
472,Namatanai,PG,2020-02-20 01:52:34,-3.67,152.43,83.77,74,5,11.95
473,Bad Kissingen,DE,2020-02-20 01:50:33,50.2,10.08,37.99,66,96,5.01
474,Hobyo,SO,2020-02-20 01:52:35,5.35,48.53,75.42,88,73,7.52
475,Puerto Montt,CL,2020-02-20 01:50:56,-41.47,-72.94,50.0,71,0,9.17
476,Arkhangelsk,RU,2020-02-20 01:48:47,64.54,40.54,30.2,92,90,8.95
477,Uvarovka,RU,2020-02-20 01:52:35,55.53,35.61,29.59,93,100,5.93
478,Seydi,TM,2020-02-20 01:52:35,39.48,62.91,35.69,62,0,10.67
479,Boa Vista,BR,2020-02-20 01:52:35,2.82,-60.67,84.2,51,100,10.29
480,Pangnirtung,CA,2020-02-20 01:52:36,66.15,-65.71,-32.1,87,3,1.01
481,Inhambane,MZ,2020-02-20 01:52:36,-23.86,35.38,79.74,81,66,9.66
482,Sibolga,ID,2020-02-20 01:52:36,1.74,98.78,84.22,59,11,3.6
483,Hurghada,EG,2020-02-20 01:52:36,27.26,33.81,63.86,70,0,23.31
484,Amapa,BR,2020-02-20 01:52:37,1.0,-52.0,72.32,93,100,2.98
485,Chulman,RU,2020-02-20 01:52:37,56.85,124.91,-6.86,93,87,1.79
486,Luanda,AO,2020-02-20 01:52:24,-8.84,13.23,75.2,94,75,6.93
487,Calbuco,CL,2020-02-20 01:52:37,-41.77,-73.13,50.0,71,0,9.17
488,Paamiut,GL,2020-02-20 01:52:37,61.99,-49.67,3.2,54,94,7.94
489,Hemel Hempstead,GB,2020-02-20 01:52:37,51.75,-0.48,48.99,87,100,14.99
490,Ankazobe,MG,2020-02-20 01:52:38,-18.32,47.12,66.2,100,75,3.36
491,Buin,CL,2020-02-20 01:52:38,-33.73,-70.75,77.0,36,0,8.05
492,Tupik,RU,2020-02-20 01:52:38,54.43,119.93,-0.72,85,0,1.3
493,Qingdao,CN,2020-02-20 01:52:38,36.1,120.37,46.99,75,0,2.24
494,Ostrovnoy,RU,2020-02-20 01:52:39,68.05,39.51,5.22,86,75,7.47
495,Erenhot,CN,2020-02-20 01:52:39,43.65,111.98,26.19,70,100,21.39
496,Saint-Francois,FR,2020-02-20 01:52:39,46.42,3.91,42.8,81,75,8.05
497,Troitskoye,RU,2020-02-20 01:52:39,52.98,84.68,24.08,93,100,15.66
498,Terney,RU,2020-02-20 01:52:39,45.05,136.61,22.62,53,0,6.6
499,Khorramshahr,IR,2020-02-20 01:52:40,30.44,48.17,66.2,63,75,16.11
500,Ballitoville,ZA,2020-02-20 01:52:40,-29.54,31.21,70.0,95,61,3.09
501,Skibbereen,IE,2020-02-20 01:52:40,51.55,-9.27,48.2,100,75,26.4
502,Tangkak,MY,2020-02-20 01:52:40,2.27,102.55,78.8,78,20,4.7
503,Caronport,CA,2020-02-20 01:52:40,50.45,-105.82,8.01,83,0,11.39
504,Lavrentiya,RU,2020-02-20 01:52:41,65.58,-171.0,-8.97,83,96,9.17
505,Ishigaki,JP,2020-02-20 01:52:41,24.34,124.16,69.8,60,20,11.41
506,Dawei,MM,2020-02-20 01:52:41,14.08,98.2,80.37,58,0,3.89
507,Vestmanna,FO,2020-02-20 01:52:42,62.16,-7.17,37.4,74,100,25.28
508,Noumea,NC,2020-02-20 01:52:42,-22.28,166.46,91.4,52,20,11.41
509,Dalbandin,PK,2020-02-20 01:52:42,28.89,64.41,44.33,37,0,9.4
510,Tiznit,MA,2020-02-20 01:52:42,29.58,-9.5,58.89,50,0,5.19
511,Hambantota,LK,2020-02-20 01:52:42,6.12,81.12,75.2,94,20,2.24
512,Olovo,BA,2020-02-20 01:52:43,44.13,18.58,41.0,86,75,4.7
513,Hokitika,NZ,2020-02-20 01:52:43,-42.72,170.97,63.77,77,100,10.16
514,Sistranda,NO,2020-02-20 01:52:43,63.73,8.83,34.0,69,20,23.04
515,Moyale,KE,2020-02-20 01:52:43,3.52,39.06,72.57,54,7,4.81
516,Junction City,US,2020-02-20 01:52:03,39.03,-96.83,32.0,80,90,14.99
517,Alakurtti,RU,2020-02-20 01:52:44,66.97,30.35,1.29,88,0,2.53
518,Kaeo,NZ,2020-02-20 01:52:44,-35.1,173.78,84.0,56,67,7.0
519,Colorado Springs,US,2020-02-20 01:52:05,38.83,-104.82,25.0,78,90,13.87
520,Coahuayana,MX,2020-02-20 01:52:44,18.73,-103.68,75.2,73,5,11.41
521,Le Moule,GP,2020-02-20 01:52:45,16.33,-61.35,75.2,73,90,6.93
522,Ginda,IN,2020-02-20 01:52:45,30.69,78.49,52.74,25,33,3.56
523,Liverpool,GB,2020-02-20 01:52:45,53.41,-2.98,51.01,87,75,6.93
524,Beloha,MG,2020-02-20 01:52:45,-25.17,45.05,71.49,91,0,7.02
525,Maku,IR,2020-02-20 01:52:45,39.29,44.45,26.64,95,100,2.44
526,Qasigiannguit,GL,2020-02-20 01:52:46,68.82,-51.19,5.0,65,100,9.17
527,Central Point,US,2020-02-20 01:52:46,42.38,-122.92,60.8,40,1,4.45
528,Samana,DO,2020-02-20 01:52:46,19.21,-69.34,68.99,96,7,3.51
529,Myitkyina,MM,2020-02-20 01:52:46,25.38,97.4,70.83,48,100,3.49
530,Tromso,NO,2020-02-20 01:52:12,69.65,18.96,26.6,63,75,21.92
531,Tigil,RU,2020-02-20 01:52:47,57.8,158.67,-3.84,93,100,2.44
532,Puttur,IN,2020-02-20 01:52:47,12.77,75.22,75.2,83,20,4.7
533,Onega,RU,2020-02-20 01:52:47,63.91,38.14,26.46,93,99,12.95
534,Deputatskiy,RU,2020-02-20 01:52:47,69.3,139.9,-4.32,93,100,3.58
535,Soyo,AO,2020-02-20 01:52:47,-6.13,12.37,75.18,86,91,3.31
536,Marsh Harbour,BS,2020-02-20 01:52:47,26.54,-77.06,75.27,84,4,8.05
537,Roma,US,2020-02-20 01:49:05,43.21,-75.46,26.6,53,90,6.93
538,Nara,JP,2020-02-20 01:52:48,34.69,135.8,50.0,61,75,4.7
539,Whitehorse,CA,2020-02-20 01:52:48,60.72,-135.05,32.0,58,75,17.22
540,Gasa,PS,2020-02-20 01:52:48,31.5,34.47,57.99,93,40,3.36
541,Lorengau,PG,2020-02-20 01:52:49,-2.02,147.27,83.3,74,96,13.69
542,Paraiso,CR,2020-02-20 01:52:49,9.84,-83.87,77.0,61,20,24.16
543,Kostomuksha,RU,2020-02-20 01:52:49,64.57,30.58,8.96,93,0,4.25
544,Svetlogorsk,BY,2020-02-20 01:52:49,52.63,29.73,33.53,88,84,5.88
545,Solnechnyy,RU,2020-02-20 01:52:50,50.72,136.63,10.89,90,100,4.09
546,Pamanukan,ID,2020-02-20 01:52:50,-6.28,107.81,82.24,78,89,11.83
547,Acapulco,MX,2020-02-20 01:49:41,16.86,-99.89,80.6,74,5,9.17
548,Jalu,LY,2020-02-20 01:52:50,29.03,21.55,52.18,73,0,6.22
549,Saint-Joseph,RE,2020-02-20 01:52:50,-21.37,55.62,73.4,53,0,8.05
550,Garowe,SO,2020-02-20 01:52:51,8.41,48.48,69.55,82,100,10.11
551,Tezu,IN,2020-02-20 01:52:51,27.92,96.17,68.36,57,90,2.62
552,Benguela,AO,2020-02-20 01:52:51,-12.58,13.41,78.93,81,100,3.56
553,Seoul,KR,2020-02-20 01:52:51,37.57,126.98,41.0,64,1,3.36
554,Abyek,IR,2020-02-20 01:52:52,36.07,50.55,42.8,66,75,2.24
555,Xiuyan,CN,2020-02-20 01:52:52,40.29,123.27,33.69,71,0,3.6
556,Paita,PE,2020-02-20 01:52:52,-5.09,-81.11,77.16,73,47,8.12
557,Statesboro,US,2020-02-20 01:52:52,32.45,-81.78,59.0,87,90,8.05
558,Saint-Pierre,RE,2020-02-20 01:52:52,-21.34,55.48,73.4,53,0,8.05
559,Jiaojiang,CN,2020-02-20 01:52:52,28.68,121.44,71.01,74,0,8.99
560,Inirida,CO,2020-02-20 01:52:53,3.87,-67.92,78.35,83,78,2.35
561,Westport,US,2020-02-20 01:51:22,41.14,-73.36,39.2,40,1,9.17
562,Katobu,ID,2020-02-20 01:52:53,-4.94,122.53,80.51,88,96,4.65
563,Shahrud,IR,2020-02-20 01:52:53,36.42,54.98,38.39,68,100,5.91
564,Pontes E Lacerda,BR,2020-02-20 01:52:53,-15.23,-59.34,73.9,95,100,1.79
565,Enshi,CN,2020-02-20 01:51:57,30.3,109.48,49.69,67,0,2.82
566,Yar-Sale,RU,2020-02-20 01:52:54,66.83,70.83,15.3,85,100,4.94
567,Joshimath,IN,2020-02-20 01:52:54,30.57,79.57,40.14,30,81,6.42
568,Iracoubo,GF,2020-02-20 01:52:54,5.48,-53.2,78.55,75,87,16.02
569,Abu Kamal,SY,2020-02-20 01:52:54,34.45,40.92,53.17,79,99,18.75
570,Bat Khela,PK,2020-02-20 01:52:55,34.62,71.97,51.78,77,97,7.81
571,Oranjestad,AW,2020-02-20 01:52:55,12.52,-70.03,78.8,88,40,14.99
572,Anadyr,RU,2020-02-20 01:52:55,64.75,177.48,-20.0,75,8,8.95
573,Neiafu,TO,2020-02-20 01:52:55,-18.65,-173.98,82.4,65,40,5.82
574,Thanyaburi,TH,2020-02-20 01:52:55,14.02,100.73,89.01,65,60,4.7
575,Great Yarmouth,GB,2020-02-20 01:52:55,52.61,1.73,48.2,87,100,19.46
576,Manjeshwar,IN,2020-02-20 01:52:56,12.72,74.89,75.2,83,20,4.7
577,Port Shepstone,ZA,2020-02-20 01:52:56,-30.74,30.45,70.74,94,88,5.08
578,Khani,GE,2020-02-20 01:52:56,41.96,42.96,39.2,93,40,3.36
579,Boyuibe,BO,2020-02-20 01:52:56,-20.42,-63.28,67.87,90,83,4.07
580,Teguise,ES,2020-02-20 01:52:56,29.06,-13.56,60.8,72,75,12.75
